ti_uid	target	indication_mesh_id	indication_mesh_term	historical_max_phase	active_max_phase	combined_max_phase	succ_p_1	succ_1_2	succ_2_3	succ_3_a	succ	minikel_support	orphan	year_launch	target_status	indication_area	gpmap_support	eQTL_support	sQTL_support	mQTL_support	pQTL_support	n_supporting_trait_gpmap	supporting_trait_gpmap	supporting_trait_name_gpmap	supporting_tissue	n_supporting_tissue	gpmap_support_rare	gpmap_support_any	gpmap_support_coloc_pairs	Brain/nervous system	Blood cell	Kidney	Muscle Skeletal	Breast Mammary Tissue	Digestive	Adipose	Plasma	Skin	Testis	Lung	Thyroid	Spleen	Heart	Ovary	Pancreas	Liver	Prostate	Uterus	Pituitary	Vagina	Bladder	gene_id	distinct_trait_categories	distinct_protein_coding_genes	genescore_gene_cut	genescore_category_cut
ACVR2B-D009134	ACVR2B	D009134	Muscular Atrophy, Spinal	Phase I	""	Phase I	TRUE	FALSE			FALSE	FALSE	FALSE		unsupported target	neurology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4086	4	2	(1,5]	(1,5]
ACVR2B-D009369	ACVR2B	D009369	Neoplasms	Phase I	""	Phase I	TRUE	FALSE			FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4086	4	2	(1,5]	(1,5]
ACVR2B-D009765	ACVR2B	D009765	Obesity	""	Preclinical	Preclinical					FALSE	TRUE	TRUE		genetically supported target	metabolic, signs/symptoms	TRUE	FALSE	TRUE	TRUE		2	ebi-a-GCST90029007;ukb-b-13354	Body mass index;Whole body fat-free mass	Blood cell;Testis	2	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4086	4	2	(1,5]	(1,5]
ACVR2B-D010051	ACVR2B	D010051	Ovarian Neoplasms	Phase I	""	Phase I	TRUE	FALSE			FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4086	4	2	(1,5]	(1,5]
ACVR2B-D010534	ACVR2B	D010534	Peritoneal Neoplasms	Phase I	""	Phase I	TRUE	FALSE			FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4086	4	2	(1,5]	(1,5]
ACVRL1-D000690	ACVRL1	D000690	Amyotrophic Lateral Sclerosis	Phase I	""	Phase I	TRUE	FALSE			FALSE	FALSE	FALSE		unsupported target	neurology, metabolic	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7460	6	1	(-Inf,1]	(5,15]
ACVRL1-D000740	ACVRL1	D000740	Anemia	""	Phase II	Phase II	TRUE	TRUE			FALSE	TRUE	TRUE		genetically supported target	hematology	TRUE	TRUE	FALSE	FALSE	TRUE	2	ebi-a-GCST90002310;ebi-a-GCST90002384	Hemoglobin concentration;Hemoglobin	Blood cell;Brain/nervous system;Lung;Plasma;Thyroid	5	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7460	6	1	(-Inf,1]	(5,15]
ACVRL1-D000755	ACVRL1	D000755	Anemia, Sickle Cell	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	TRUE		unsupported target	hematology, congenital	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7460	6	1	(-Inf,1]	(5,15]
ACVRL1-D001172	ACVRL1	D001172	Arthritis, Rheumatoid	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	FALSE	FALSE		unsupported target	musculoskeletal, dermatology, immune	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7460	6	1	(-Inf,1]	(5,15]
ACVRL1-D001749	ACVRL1	D001749	Urinary Bladder Neoplasms	""	Phase II	Phase II	TRUE	TRUE			FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7460	6	1	(-Inf,1]	(5,15]
ACVRL1-D001943	ACVRL1	D001943	Breast Neoplasms	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7460	6	1	(-Inf,1]	(5,15]
ACVRL1-D002607	ACVRL1	D002607	Charcot-Marie-Tooth Disease	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	FALSE	TRUE		unsupported target	neurology, congenital	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7460	6	1	(-Inf,1]	(5,15]
ACVRL1-D004938	ACVRL1	D004938	Esophageal Neoplasms	""	Phase II	Phase II	TRUE	TRUE			FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7460	6	1	(-Inf,1]	(5,15]
ACVRL1-D006258	ACVRL1	D006258	Head and Neck Neoplasms	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7460	6	1	(-Inf,1]	(5,15]
ACVRL1-D007680	ACVRL1	D007680	Kidney Neoplasms	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7460	6	1	(-Inf,1]	(5,15]
ACVRL1-D008113	ACVRL1	D008113	Liver Neoplasms	""	Phase II	Phase II	TRUE	TRUE			FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7460	6	1	(-Inf,1]	(5,15]
ACVRL1-D008268	ACVRL1	D008268	Macular Degeneration	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	FALSE	FALSE		unsupported target	ophthalmology	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7460	6	1	(-Inf,1]	(5,15]
ACVRL1-D009134	ACVRL1	D009134	Muscular Atrophy, Spinal	Phase I	""	Phase I	TRUE	FALSE			FALSE	FALSE	FALSE		unsupported target	neurology	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7460	6	1	(-Inf,1]	(5,15]
ACVRL1-D009369	ACVRL1	D009369	Neoplasms	""	Preclinical	Preclinical					FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7460	6	1	(-Inf,1]	(5,15]
ACVRL1-D010051	ACVRL1	D010051	Ovarian Neoplasms	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7460	6	1	(-Inf,1]	(5,15]
ACVRL1-D011471	ACVRL1	D011471	Prostatic Neoplasms	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7460	6	1	(-Inf,1]	(5,15]
ACVRL1-D013274	ACVRL1	D013274	Stomach Neoplasms	""	Phase II	Phase II	TRUE	TRUE			FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7460	6	1	(-Inf,1]	(5,15]
ACVRL1-D013789	ACVRL1	D013789	Thalassemia	Launched	Launched	Launched	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	2019	unsupported target	hematology, congenital	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7460	6	1	(-Inf,1]	(5,15]
ACVRL1-D015179	ACVRL1	D015179	Colorectal Neoplasms	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7460	6	1	(-Inf,1]	(5,15]
ACVRL1-D016889	ACVRL1	D016889	Endometrial Neoplasms	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7460	6	1	(-Inf,1]	(5,15]
ACVRL1-D018307	ACVRL1	D018307	Neoplasms, Squamous Cell	""	Phase II	Phase II	TRUE	TRUE			FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7460	6	1	(-Inf,1]	(5,15]
ACVRL1-D055728	ACVRL1	D055728	Primary Myelofibrosis	""	Phase III	Phase III	TRUE	TRUE	TRUE		FALSE	FALSE	TRUE		unsupported target	hematology	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7460	6	1	(-Inf,1]	(5,15]
ADA-D007249	ADA	D007249	Inflammation	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	signs/symptoms	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	16162	3	20	(15,200]	(1,5]
ADA-D009369	ADA	D009369	Neoplasms	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	16162	3	20	(15,200]	(1,5]
ADAM10-D001943	ADAM10	D001943	Breast Neoplasms	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7173	2	4	(1,5]	(1,5]
ADAM10-D002289	ADAM10	D002289	Carcinoma, Non-Small-Cell Lung	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7173	2	4	(1,5]	(1,5]
ADAM10-D003928	ADAM10	D003928	Diabetic Nephropathies	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	FALSE	FALSE		unsupported target	endocrine	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7173	2	4	(1,5]	(1,5]
ADAM10-D006258	ADAM10	D006258	Head and Neck Neoplasms	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7173	2	4	(1,5]	(1,5]
ADAM10-D009369	ADAM10	D009369	Neoplasms	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7173	2	4	(1,5]	(1,5]
ADAM10-D011471	ADAM10	D011471	Prostatic Neoplasms	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7173	2	4	(1,5]	(1,5]
ADAM10-D015179	ADAM10	D015179	Colorectal Neoplasms	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7173	2	4	(1,5]	(1,5]
ADAM15-D001749	ADAM15	D001749	Urinary Bladder Neoplasms	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8034	11	18	(15,200]	(5,15]
ADAM15-D001943	ADAM15	D001943	Breast Neoplasms	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8034	11	18	(15,200]	(5,15]
ADAM15-D008545	ADAM15	D008545	Melanoma	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8034	11	18	(15,200]	(5,15]
ADAM15-D011471	ADAM15	D011471	Prostatic Neoplasms	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8034	11	18	(15,200]	(5,15]
ADAM17-D001168	ADAM17	D001168	Arthritis	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	musculoskeletal	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8986	3	7	(5,15]	(1,5]
ADAM17-D001172	ADAM17	D001172	Arthritis, Rheumatoid	Phase I	""	Phase I	TRUE	FALSE			FALSE	FALSE	FALSE		unsupported target	musculoskeletal, dermatology, immune	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8986	3	7	(5,15]	(1,5]
ADAM17-D001778	ADAM17	D001778	Blood Coagulation Disorders	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	hematology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8986	3	7	(5,15]	(1,5]
ADAM17-D001943	ADAM17	D001943	Breast Neoplasms	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8986	3	7	(5,15]	(1,5]
ADAM17-D002289	ADAM17	D002289	Carcinoma, Non-Small-Cell Lung	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8986	3	7	(5,15]	(1,5]
ADAM17-D003920	ADAM17	D003920	Diabetes Mellitus	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	metabolic, endocrine	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8986	3	7	(5,15]	(1,5]
ADAM17-D003928	ADAM17	D003928	Diabetic Nephropathies	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	FALSE	FALSE		unsupported target	endocrine	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8986	3	7	(5,15]	(1,5]
ADAM17-D006258	ADAM17	D006258	Head and Neck Neoplasms	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8986	3	7	(5,15]	(1,5]
ADAM17-D007249	ADAM17	D007249	Inflammation	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	signs/symptoms	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8986	3	7	(5,15]	(1,5]
ADAM17-D009369	ADAM17	D009369	Neoplasms	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8986	3	7	(5,15]	(1,5]
ADAM17-D010051	ADAM17	D010051	Ovarian Neoplasms	Phase I	""	Phase I	TRUE	FALSE			FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8986	3	7	(5,15]	(1,5]
