ti_uid	target	indication_mesh_id	indication_mesh_term	historical_max_phase	active_max_phase	combined_max_phase	succ_p_1	succ_1_2	succ_2_3	succ_3_a	succ	minikel_support	orphan	year_launch	target_status	indication_area	gpmap_support	eQTL_support	sQTL_support	mQTL_support	pQTL_support	n_supporting_trait_gpmap	supporting_trait_gpmap	supporting_trait_name_gpmap	supporting_tissue	n_supporting_tissue	gpmap_support_rare	gpmap_support_any	gpmap_support_coloc_pairs	Brain/nervous system	Blood cell	Kidney	Muscle Skeletal	Breast Mammary Tissue	Digestive	Adipose	Plasma	Skin	Testis	Lung	Thyroid	Spleen	Heart	Ovary	Pancreas	Liver	Prostate	Uterus	Pituitary	Vagina	Bladder	gene_id	distinct_trait_categories	distinct_protein_coding_genes	genescore_gene_cut	genescore_category_cut
HCRTR1-D001008	HCRTR1	D001008	Anxiety Disorders	""	Phase II	Phase II	TRUE	TRUE			FALSE	FALSE	FALSE		unsupported target	psychiatry	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4952	4	3	(1,5]	(1,5]
HCRTR1-D001049	HCRTR1	D001049	Apnea	""	Phase I	Phase I	TRUE				FALSE	FALSE	FALSE		unsupported target	respiratory, signs/symptoms	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4952	4	3	(1,5]	(1,5]
HCRTR1-D001172	HCRTR1	D001172	Arthritis, Rheumatoid	Phase III	""	Phase III	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE		unsupported target	musculoskeletal, dermatology, immune	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4952	4	3	(1,5]	(1,5]
HCRTR1-D003865	HCRTR1	D003865	Depressive Disorder, Major	""	Phase II	Phase II	TRUE	TRUE			FALSE	FALSE	FALSE		unsupported target	psychiatry	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4952	4	3	(1,5]	(1,5]
HCRTR1-D007319	HCRTR1	D007319	Sleep Initiation and Maintenance Disorders	Launched	Launched	Launched	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE		genetically supported target	neurology, psychiatry	TRUE	FALSE	FALSE	TRUE		2	ebi-a-GCST011494;ukb-b-4616	Daytime nap;Nap during day	Blood cell	1	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4952	4	3	(1,5]	(1,5]
HCRTR1-D008881	HCRTR1	D008881	Migraine Disorders	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	FALSE	FALSE		unsupported target	neurology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4952	4	3	(1,5]	(1,5]
HCRTR1-D009290	HCRTR1	D009290	Narcolepsy	Preclinical	""	Preclinical	FALSE				FALSE	TRUE	FALSE		genetically supported target	neurology, psychiatry	TRUE	FALSE	FALSE	TRUE		2	ebi-a-GCST011494;ukb-b-4616	Daytime nap;Nap during day	Blood cell	1	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4952	4	3	(1,5]	(1,5]
HCRTR1-D009293	HCRTR1	D009293	Opioid-Related Disorders	""	Phase I	Phase I	TRUE				FALSE	FALSE	FALSE		unsupported target	psychiatry	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4952	4	3	(1,5]	(1,5]
HCRTR1-D009437	HCRTR1	D009437	Neuralgia	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	FALSE	FALSE		unsupported target	neurology, signs/symptoms	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4952	4	3	(1,5]	(1,5]
HCRTR1-D012893	HCRTR1	D012893	Sleep Wake Disorders	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	TRUE	FALSE		genetically supported target	neurology, signs/symptoms, psychiatry	TRUE	FALSE	FALSE	TRUE		2	ebi-a-GCST011494;ukb-b-4616	Daytime nap;Nap during day	Blood cell	1	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4952	4	3	(1,5]	(1,5]
HCRTR1-D014029	HCRTR1	D014029	Tobacco Use Disorder	""	Phase I	Phase I	TRUE				FALSE	FALSE	FALSE		unsupported target	psychiatry	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4952	4	3	(1,5]	(1,5]
HCRTR1-D019966	HCRTR1	D019966	Substance-Related Disorders	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	psychiatry	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4952	4	3	(1,5]	(1,5]
HCRTR1-D029424	HCRTR1	D029424	Pulmonary Disease, Chronic Obstructive	""	Phase I	Phase I	TRUE				FALSE	TRUE	FALSE		genetically supported target	respiratory	TRUE	TRUE	FALSE	TRUE		1	ebi-a-GCST90029026	Lung function (FEV1/FVC)	Blood cell;Breast Mammary Tissue;Pituitary;Thyroid	4	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	4952	4	3	(1,5]	(1,5]
HCRTR2-D000544	HCRTR2	D000544	Alzheimer Disease	""	Phase II	Phase II	TRUE	TRUE			FALSE	FALSE	FALSE		unsupported target	neurology, psychiatry	FALSE	FALSE		FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7059	2	3	(1,5]	(1,5]
HCRTR2-D001008	HCRTR2	D001008	Anxiety Disorders	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	psychiatry	FALSE	FALSE		FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7059	2	3	(1,5]	(1,5]
HCRTR2-D001049	HCRTR2	D001049	Apnea	""	Phase I	Phase I	TRUE				FALSE	FALSE	TRUE		unsupported target	respiratory, signs/symptoms	FALSE	FALSE		FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7059	2	3	(1,5]	(1,5]
HCRTR2-D001172	HCRTR2	D001172	Arthritis, Rheumatoid	Phase III	""	Phase III	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE		unsupported target	musculoskeletal, dermatology, immune	FALSE	FALSE		FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7059	2	3	(1,5]	(1,5]
HCRTR2-D001289	HCRTR2	D001289	Attention Deficit Disorder with Hyperactivity	""	Phase II	Phase II	TRUE	TRUE			FALSE	FALSE	TRUE		unsupported target	psychiatry	FALSE	FALSE		FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7059	2	3	(1,5]	(1,5]
HCRTR2-D002385	HCRTR2	D002385	Cataplexy	Preclinical	""	Preclinical	FALSE				FALSE	TRUE	FALSE		genetically supported target	neurology, psychiatry	FALSE	FALSE		FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7059	2	3	(1,5]	(1,5]
HCRTR2-D003863	HCRTR2	D003863	Depression	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	psychiatry	FALSE	FALSE		FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7059	2	3	(1,5]	(1,5]
HCRTR2-D003865	HCRTR2	D003865	Depressive Disorder, Major	""	Phase III	Phase III	TRUE	TRUE	TRUE		FALSE	FALSE	FALSE		unsupported target	psychiatry	FALSE	FALSE		FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7059	2	3	(1,5]	(1,5]
HCRTR2-D007319	HCRTR2	D007319	Sleep Initiation and Maintenance Disorders	Launched	Launched	Launched	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE		genetically supported target	neurology, psychiatry	FALSE	FALSE		FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7059	2	3	(1,5]	(1,5]
HCRTR2-D008881	HCRTR2	D008881	Migraine Disorders	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	FALSE	FALSE		unsupported target	neurology	FALSE	FALSE		FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7059	2	3	(1,5]	(1,5]
HCRTR2-D009290	HCRTR2	D009290	Narcolepsy	""	Phase II	Phase II	TRUE	TRUE			FALSE	TRUE	TRUE		genetically supported target	neurology, psychiatry	FALSE	FALSE		FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7059	2	3	(1,5]	(1,5]
HCRTR2-D009437	HCRTR2	D009437	Neuralgia	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	FALSE	FALSE		unsupported target	neurology, signs/symptoms	FALSE	FALSE		FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7059	2	3	(1,5]	(1,5]
HCRTR2-D012893	HCRTR2	D012893	Sleep Wake Disorders	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	TRUE	FALSE		genetically supported target	neurology, signs/symptoms, psychiatry	FALSE	FALSE		FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7059	2	3	(1,5]	(1,5]
HCRTR2-D019966	HCRTR2	D019966	Substance-Related Disorders	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	psychiatry	FALSE	FALSE		FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7059	2	3	(1,5]	(1,5]
HCRTR2-D020177	HCRTR2	D020177	Idiopathic Hypersomnia	""	Phase I	Phase I	TRUE				FALSE	TRUE	TRUE		genetically supported target	neurology, psychiatry	FALSE	FALSE		FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7059	2	3	(1,5]	(1,5]
HCRTR2-D029424	HCRTR2	D029424	Pulmonary Disease, Chronic Obstructive	""	Phase I	Phase I	TRUE				FALSE	FALSE	FALSE		unsupported target	respiratory	FALSE	FALSE		FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7059	2	3	(1,5]	(1,5]
HDAC1-D000086382	HDAC1	D000086382	COVID-19	""	Preclinical	Preclinical					FALSE	FALSE	FALSE		unsupported target	infection, respiratory	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4340	1	15	(5,15]	(-Inf,1]
HDAC1-D000544	HDAC1	D000544	Alzheimer Disease	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	neurology, psychiatry	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4340	1	15	(5,15]	(-Inf,1]
HDAC1-D000740	HDAC1	D000740	Anemia	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	hematology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4340	1	15	(5,15]	(-Inf,1]
HDAC1-D000755	HDAC1	D000755	Anemia, Sickle Cell	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	hematology, congenital	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4340	1	15	(5,15]	(-Inf,1]
HDAC1-D001172	HDAC1	D001172	Arthritis, Rheumatoid	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	musculoskeletal, dermatology, immune	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4340	1	15	(5,15]	(-Inf,1]
HDAC1-D001650	HDAC1	D001650	Bile Duct Neoplasms	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4340	1	15	(5,15]	(-Inf,1]
HDAC1-D001749	HDAC1	D001749	Urinary Bladder Neoplasms	Phase III	""	Phase III	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4340	1	15	(5,15]	(-Inf,1]
HDAC1-D001943	HDAC1	D001943	Breast Neoplasms	""	Phase III	Phase III	TRUE	TRUE	TRUE		FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4340	1	15	(5,15]	(-Inf,1]
HDAC1-D002289	HDAC1	D002289	Carcinoma, Non-Small-Cell Lung	""	Phase II	Phase II	TRUE	TRUE			FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4340	1	15	(5,15]	(-Inf,1]
HDAC1-D002318	HDAC1	D002318	Cardiovascular Diseases	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	cardiovascular	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4340	1	15	(5,15]	(-Inf,1]
HDAC1-D002583	HDAC1	D002583	Uterine Cervical Neoplasms	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4340	1	15	(5,15]	(-Inf,1]
HDAC1-D004938	HDAC1	D004938	Esophageal Neoplasms	Phase I	""	Phase I	TRUE	FALSE			FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4340	1	15	(5,15]	(-Inf,1]
HDAC1-D005770	HDAC1	D005770	Gastrointestinal Neoplasms	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4340	1	15	(5,15]	(-Inf,1]
HDAC1-D005901	HDAC1	D005901	Glaucoma	""	Preclinical	Preclinical					FALSE	FALSE	FALSE		unsupported target	ophthalmology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4340	1	15	(5,15]	(-Inf,1]
HDAC1-D006258	HDAC1	D006258	Head and Neck Neoplasms	Phase I	""	Phase I	TRUE	FALSE			FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4340	1	15	(5,15]	(-Inf,1]
HDAC1-D006333	HDAC1	D006333	Heart Failure	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	cardiovascular	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4340	1	15	(5,15]	(-Inf,1]
HDAC1-D007239	HDAC1	D007239	Infections	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	TRUE		unsupported target	infection	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4340	1	15	(5,15]	(-Inf,1]
HDAC1-D007249	HDAC1	D007249	Inflammation	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	signs/symptoms	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4340	1	15	(5,15]	(-Inf,1]
HDAC1-D007680	HDAC1	D007680	Kidney Neoplasms	""	Phase III	Phase III	TRUE	TRUE	TRUE		FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4340	1	15	(5,15]	(-Inf,1]
HDAC1-D008113	HDAC1	D008113	Liver Neoplasms	""	Phase II	Phase II	TRUE	TRUE			FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4340	1	15	(5,15]	(-Inf,1]
HDAC1-D008175	HDAC1	D008175	Lung Neoplasms	Phase I	""	Phase I	TRUE	FALSE			FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4340	1	15	(5,15]	(-Inf,1]
HDAC1-D008180	HDAC1	D008180	Lupus Erythematosus, Systemic	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	dermatology, immune	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4340	1	15	(5,15]	(-Inf,1]
HDAC1-D008223	HDAC1	D008223	Lymphoma	""	Phase II	Phase II	TRUE	TRUE			FALSE	FALSE	TRUE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4340	1	15	(5,15]	(-Inf,1]
