"id","trait","note"
"UKB-b-19350","Diagnoses - main ICD10: I63.9 Cerebral infarction, unspecified","41202#I639: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19354","Diagnoses - main ICD10: K20 Oesophagitis","41202#K20: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19373","Duration to first press of snap-button in each round","404: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19379","Impedance of arm (left)","23110: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19381","Non-cancer illness code, self-reported: osteopenia","20002#1617: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19386","Diagnoses - main ICD10: K51.9 Ulcerative colitis, unspecified","41202#K519: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19388","Diagnoses - main ICD10: K85 Acute pancreatitis","41202#K85: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-1939","Operative procedures - main OPCS: F09.1 Surgical removal of impacted wisdom tooth","41200#F091: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19391","Diagnoses - secondary ICD10: R06.0 Dyspnoea","41204#R060: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19393","Whole body fat mass","23100: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19409","Diagnoses - secondary ICD10: R10.4 Other and unspecified abdominal pain","41204#R104: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19419","Diagnoses - main ICD10: R11 Nausea and vomiting","41202#R11: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19425","Diagnoses - main ICD10: C20 Malignant neoplasm of rectum","41202#C20: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19438","Operation code: rectal or colon polypectomy","20004#1463: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19456","Illnesses of father: High blood pressure","20107#8: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19462","Operative procedures - secondary OPCS: Y73.1 Cardiopulmonary bypass","41210#Y731: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19473","Operation code: nasal polyp surgery / nasal polypectomy","20004#1559: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19482","Operation code: unilateral oophorectomy","20004#1356: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19490","Average 24-hour sound level of noise pollution","24024: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19520","Arm fat-free mass (right)","23121: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19542","Diagnoses - main ICD10: Z47.0 Follow-up care involving removal of fracture plate and other internal fixation device","41202#Z470: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19546","Operative procedures - secondary OPCS: W85.2 Endoscopic irrigation of knee joint","41210#W852: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19560","Skin colour","1717: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19579","Operative procedures - main OPCS: M70.3 Rectal needle biopsy of prostate","41200#M703: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19585","Duration to entering value","20230: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-1962","Operation code: bilateral oophorectomy","20004#1355: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19651","Diagnoses - secondary ICD10: F10.2 Dependence syndrome","41204#F102: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19657","Forced expiratory volume in 1-second (FEV1)","3063: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-1968","Diagnoses - main ICD10: K63.5 Polyp of colon","41202#K635: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19698","Treatment/medication code: clopidogrel","20003#1141168318: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-197","Operative procedures - secondary OPCS: C90.9 Unspecified local anaesthetics for ophthalmology procedures","41210#C909: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19711","Operative procedures - main OPCS: E03.6 Septoplasty of nose NEC","41200#E036: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19713","External causes: W19.9 Unspecified place","41201#W199: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19716","Menstruating today","3720: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19719","Non-cancer illness code, self-reported: menorrhagia (unknown cause)","20002#1556: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19722","Non-accidental death in close genetic family","4501: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19732","Non-cancer illness code, self-reported: hypothyroidism/myxoedema","20002#1226: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-1974","Treatment/medication code: felodipine","20003#1140888646: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19752","Why reduced smoking: None of the above","6158#100: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19759","Treatment/medication code: quinine","20003#1140874420: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19769","Diagnoses - main ICD10: R06.5 Mouth breathing","41202#R065: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-1977","Diagnoses - main ICD10: R51 Headache","41202#R51: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19805","Diagnoses - main ICD10: K62.1 Rectal polyp","41202#K621: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19807","Diagnoses - main ICD10: M51.3 Other specified intervertebral disk degeneration","41202#M513: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19809","Fed-up feelings","1960: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19813","Diagnoses - main ICD10: M54.56 Low back pain (Lumbar region)","41202#M5456: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19829","Diagnoses - main ICD10: M16.9 Coxarthrosis, unspecified","41202#M169: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19832","Treatment/medication code: fluoxetine","20003#1140879540: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19837","Operative procedures - main OPCS: T24.3 Repair of umbilical hernia using sutures","41200#T243: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19842","Why stopped smoking: Health precaution","6157#3: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19845","Operative procedures - secondary OPCS: Y82.9 Unspecified local anaesthetic","41210#Y829: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19864","Diagnoses - secondary ICD10: Z86.1 Personal history of infectious and parasitic diseases","41204#Z861: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19886","Diagnoses - secondary ICD10: K21.9 Gastro-oesophageal reflux disease without oesophagitis","41204#K219: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19921","Impedance of whole body","23106: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19925","Arm fat-free mass (left)","23125: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19929","Operation code: cruciate ligament surgery","20004#1502: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19937","Operative procedures - main OPCS: R17.2 Elective lower uterine segment caesarean delivery","41200#R172: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19950","Operative procedures - main OPCS: X99.8 No procedure performed","41200#X998: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19953","Body mass index (BMI)","21001: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19955","Diagnoses - secondary ICD10: I12.0 Hypertensive renal disease with renal failure","41204#I120: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19957","Suffer from 'nerves'","2010: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-1997","Number of older siblings","5057: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-1998","Number of unenthusiastic/disinterested episodes","5386: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-19994","Spherical power (right)","5084: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20009","Diagnoses - secondary ICD10: R05 Cough","41204#R05: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20017","Diagnoses - secondary ICD10: K29.8 Duodenitis","41204#K298: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2003","Errors before selecting correct item in alphanumeric path (trail #2)","20148: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20032","Heel bone mineral density (BMD) T-score, automated (right)","4125: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20038","Diagnoses - main ICD10: Z13.8 Special screening examination for other specified diseases and disorders","41202#Z138: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20044","Trunk fat mass","23128: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20045","Diagnoses - secondary ICD10: F32.9 Depressive episode, unspecified","41204#F329: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20078","Non-cancer illness code, self-reported: gastric/stomach ulcers","20002#1142: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20118","Operative procedures - main OPCS: M65.1 Endoscopic resection of prostate using electrotome","41200#M651: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20124","Heel bone mineral density (BMD) T-score, automated","78: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20137","Operative procedures - secondary OPCS: X72.3 Delivery of simple parenteral chemotherapy for neoplasm at first attendance","41210#X723: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20140","Duration to complete alphanumeric path (trail #2)","20157: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20141","Non-cancer illness code, self-reported: eczema/dermatitis","20002#1452: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20142","Diagnoses - secondary ICD10: Z85.3 Personal history of malignant neoplasm of breast","41204#Z853: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20145","Cancer code, self-reported: colon cancer/sigmoid cancer","20001#1022: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20155","Operative procedures - secondary OPCS: Z89.5 Thumb NEC","41210#Z895: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20162","Diagnoses - main ICD10: R33 Retention of urine","41202#R33: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20175","Systolic blood pressure, automated reading","4080: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20176","Illnesses of mother: Lung cancer","20110#3: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20185","Operative procedures - secondary OPCS: R27.1 Episiotomy to facilitate delivery","41210#R271: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20187","Operative procedures - secondary OPCS: Y53.2 Approach to organ under ultrasonic control","41210#Y532: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20188","Arm fat percentage (left)","23123: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20189","Diagnoses - main ICD10: K52.9 Non-infective gastro-enteritis and colitis, unspecified","41202#K529: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20190","Diagnoses - main ICD10: L98.9 Disorder of skin and subcutaneous tissue, unspecified","41202#L989: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20208","Diagnoses - main ICD10: J45.9 Asthma, unspecified","41202#J459: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20211","Illnesses of father: Diabetes","20107#9: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20213","Non-cancer illness code, self-reported: measles / morbillivirus","20002#1568: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20214","Attendance/disability/mobility allowance: Disability living allowance","6146#2: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20218","Operative procedures - secondary OPCS: Z50.3 Skin of finger","41210#Z503: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20233","Diagnoses - secondary ICD10: M19.99 Arthrosis, unspecified (Site unspecified)","41204#M1999: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20239","Operative procedures - secondary OPCS: W90.3 Injection of therapeutic substance into joint","41210#W903: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20261","Ever smoked","20160: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20278","Operative procedures - main OPCS: B27.4 Total mastectomy NEC","41200#B274: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20289","Non-cancer illness code, self-reported: hyperthyroidism/thyrotoxicosis","20002#1225: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2029","Treatment/medication code: finasteride","20003#1140868550: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20292","Taking other prescription medications","2492: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20296","Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Asthma","6152#8: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-203","Diagnoses - main ICD10: Z12.1 Special screening examination for neoplasm of intestinal tract","41202#Z121: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20321","Average monthly beer plus cider intake","4429: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20332","Operation code: inguinal hernia repair","20004#1563: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20349","Non-cancer illness code, self-reported: bladder problem (not cancer)","20002#1201: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20359","Operative procedures - main OPCS: B28.5 Wire guided partial excision of breast","41200#B285: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20379","Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: None of the above","6153#100: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20386","Diagnoses - main ICD10: R07.2 Precordial pain","41202#R072: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20410","Interpolated Age of participant when cancer first diagnosed","20007: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20414","Diagnoses - secondary ICD10: M17.9 Gonarthrosis, unspecified","41204#M179: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20415","Treatment/medication code: selenium product","20003#1140883748: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20421","Operative procedures - secondary OPCS: H44.4 Examination of rectum under anaesthetic","41210#H444: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20424","Diagnoses - secondary ICD10: Z90.7 Acquired absence of genital organ(s)","41204#Z907: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20435","Operative procedures - secondary OPCS: S57.1 Debridement of skin NEC","41210#S571: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20450","Operative procedures - secondary OPCS: Z50.4 Skin of leg NEC","41210#Z504: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20464","Doctor diagnosed COPD (chronic obstructive pulmonary disease)","22130: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2047","Age started smoking in former smokers","2867: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20477","Diagnoses - secondary ICD10: Z96.6 Presence of orthopaedic joint implants","41204#Z966: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20480","Treatment/medication code: ranitidine","20003#1140879406: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20486","6mm asymmetry index (right)","5158: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20498","Number of incorrect matches in round","399: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20513","Diagnoses - secondary ICD10: B96.8 Other specified bacterial agents as the cause of diseases classified to other chapters","41204#B968: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20515","Recent medication for asthma","22167: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2053","Health satisfaction","4548: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20531","Leg fat percentage (right)","23111: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20542","Diagnoses - secondary ICD10: R42 Dizziness and giddiness","41204#R42: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20544","Nervous feelings","1970: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2055","Diagnoses - secondary ICD10: N81.2 Incomplete uterovaginal prolapse","41204#N812: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-20556","Operation code: brain surgery","20004#1467: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2083","Diagnoses - main ICD10: M25.56 Pain in joint (Lower leg)","41202#M2556: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2084","Number of correct matches in round","398: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2091","Noisy workplace","4825: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2094","Weight change compared with 1 year ago","2306: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2102","Longest period of depression","4609: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2105","Work/job satisfaction","4537: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2108","Operative procedures - main OPCS: X35.2 Intravenous chemotherapy","41200#X352: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-212","Diagnoses - main ICD10: D17.2 Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs","41202#D172: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2122","Ankle spacing width (left)","4100: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2126","Operation code: throat/larynx surgery (incl tracheostomy)","20004#1129: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2134","Past tobacco smoking","1249: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2146","Operative procedures - main OPCS: Q18.1 Diagnostic endoscopic examination of uterus and biopsy of lesion of uterus","41200#Q181: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2148","Facial ageing","1757: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2160","Diagnoses - main ICD10: C61 Malignant neoplasm of prostate","41202#C61: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-217","Average monthly champagne plus white wine intake","4418: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2183","Number of oatcakes with butter/margarine","101510: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2188","Operative procedures - secondary OPCS: H22.9 Unspecified diagnostic endoscopic examination of colon","41210#H229: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2189","Operative procedures - secondary OPCS: Z28.6 Sigmoid colon","41210#Z286: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2194","Diagnoses - main ICD10: O63.1 Prolonged second stage (of labour)","41202#O631: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2204","Operative procedures - secondary OPCS: L91.2 Insertion of central venous catheter NEC","41210#L912: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2205","Diagnoses - secondary ICD10: Z82.4 Family history of ischaemic heart disease and other diseases of the circulatory system","41204#Z824: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2218","Operation code: colonoscopy/sigmoidoscopy","20004#1519: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2227","Number of children fathered","2405: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-223","Current tobacco smoking","1239: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-227","Operative procedures - main OPCS: U20.1 Transthoracic echocardiography","41200#U201: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2285","Diagnoses - main ICD10: H25.0 Senile incipient cataract","41202#H250: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2307","Diagnoses - main ICD10: C50.9 Breast, unspecified","41202#C509: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2317","Pace-maker","3079: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2346","Duration of moderate activity","894: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2349","Non-cancer illness code, self-reported: cervical spondylosis","20002#1478: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2414","Operative procedures - secondary OPCS: Z28.3 Ascending colon","41210#Z283: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2415","Treatment/medication code: adcal 600mg chewable tablet","20003#1141171948: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2416","Operative procedures - secondary OPCS: C90.3 Subtenons anaesthetic","41210#C903: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2424","Operative procedures - secondary OPCS: Z28.5 Descending colon","41210#Z285: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2426","Operative procedures - secondary OPCS: T43.9 Unspecified diagnostic endoscopic examination of peritoneum","41210#T439: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2456","Volume level set by participant (left)","4270: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2469","Operative procedures - main OPCS: P27.3 Colposcopy of vagina","41200#P273: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2482","Years since last cervical smear test","2704: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2483","Operative procedures - secondary OPCS: Y90.3 Scanning NEC","41210#Y903: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2506","Eye problems/disorders: None of the above","6148#100: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2522","Operation code: removal of testicle/orchidectomy","20004#1217: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2525","Operative procedures - secondary OPCS: Z47.2 Skin of temple","41210#Z472: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2528","Operation code: spinal laminectomy","20004#1492: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2533","Operation code: lower limb surgery","20004#1495: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2535","Falls in the last year","2296: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2557","Smoked cigarette or pipe within last hour","3159: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-256","Manic/hyper symptoms: None of the above","6156#100: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2561","Diagnoses - main ICD10: D17.1 Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk","41202#D171: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2582","Operative procedures - secondary OPCS: O14.2 Sentinel lymph node","41210#O142: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2592","Non-cancer illness code, self-reported: irritable bowel syndrome","20002#1154: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2603","Average monthly fortified wine intake","4451: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2618","Nitrogen dioxide air pollution; 2005","24016: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2625","Diagnoses - secondary ICD10: M47.82 Other spondylosis (Cervical region)","41204#M4782: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2630","Diagnoses - secondary ICD10: Z98.0 Intestinal bypass and anastomosis status","41204#Z980: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2634","Duration of heavy DIY","2634: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-266","Current eye infection","5183: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2669","Treatment/medication code: vitamin b compound tablet","20003#1140871024: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2709","Year ended full time education","22501: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2719","Operation code: laparotomy nos","20004#1486: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2729","Age heart attack diagnosed","3894: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2732","Time from waking to first cigarette","3466: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2750","Type of cancer: ICD10: C43.7 Malignant melanoma of lower limb, including hip","40006#C437: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2769","Operative procedures - main OPCS: Q11.3 Evacuation of products of conception from uterus NEC","41200#Q113: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2772","Getting up in morning","1170: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2804","Diagnoses - main ICD10: S52.50 Fracture of lower end of radius (closed)","41202#S5250: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2830","Financial situation satisfaction","4581: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2846","6mm strong meridian angle (left)","5105: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2854","Diagnoses - secondary ICD10: W19.9 Unspecified place","41204#W199: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2875","Diagnoses - main ICD10: M16.1 Other primary coxarthrosis","41202#M161: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-288","Treatment/medication code: folic acid product","20003#1140870422: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2895","Diagnoses - secondary ICD10: Z60.2 Living alone","41204#Z602: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-290","Operation code: upper limb surgery","20004#1498: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-295","Operative procedures - main OPCS: Q08.9 Unspecified vaginal excision of uterus","41200#Q089: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2951","Operative procedures - secondary OPCS: Z50.1 Skin of arm","41210#Z501: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2953","Operation code: radical prostatectomy","20004#1208: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2963","Treatment/medication code: propranolol","20003#1140879842: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-2964","Diagnoses - secondary ICD10: F17.1 Harmful use","41204#F171: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
